date;mix_name;cement;sand;gravel;water;plasticizer_kg;plasticizer_type;fly_ash;microsilica_kg;microsilica_type;pm;kmv;mineral_powder;mineral_additive;dolomite;ak5;ak6;strength_1;strength_3;strength_7;strength_28
29.08.2023;Синтетический состав 137;312,0;835,0;1012,0;190,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;2,75;0,0;14,6;19,4;23,3;32,6
29.08.2023;Синтетический состав 138;271,0;859,0;1023,0;180,0;3,11;ST 4.3.3.;0,0;17,1;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,7;17,4;24,3;34,5
03.09.2023;Синтетический состав 139;251,0;860,0;1025,0;191,0;3,42;ST 4.3.3.;0,0;21,2;МК-95;0,0;10,7;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
06.09.2023;Синтетический состав 140;275,0;858,0;1023,0;180,0;3,07;ST 4.3.3.;0,0;14,7;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,4;19,6;25,9;34,8
08.09.2023;Синтетический состав 141;252,0;865,0;1025,0;185,0;3,53;ST 4.3.3.;0,0;28,0;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
08.09.2023;Синтетический состав 142;252,0;865,0;1025,0;184,0;3,45;ST 4.3.3.;0,0;28,0;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
11.09.2023;Синтетический состав 143;320,0;860,0;1010,0;180,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;2,1;16,3;22,4;27,0;35,9
13.09.2023;Синтетический состав 144;252,0;865,0;1025,0;180,0;2,77;ST 4.3.3.;0,0;28,0;МК-95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
13.09.2023;Синтетический состав 145;311,0;833,0;1012,0;191,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;2,75;0,0;14,6;19,4;23,3;32,6
16.09.2023;Синтетический состав 146;260,0;863,0;1024,0;180,0;3,21;ST 4.3.3.;0,0;23,6;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,7;17,4;24,3;34,5
20.09.2023;Синтетический состав 147;250,0;858,0;1025,0;191,0;3,23;ST 4.3.3.;0,0;17,4;МК-95;0,0;16,7;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
25.09.2023;Синтетический состав 148;320,0;860,0;1010,0;180,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;2,5;0,2;16,3;22,4;27,0;35,9
02.10.2023;Синтетический состав 149;314,0;843,0;1011,0;187,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;2,08;14,5;19,9;24,1;33,9
04.10.2023;Синтетический состав 150;318,0;855,0;1010,0;182,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;2,75;0,0;16,3;22,4;27,0;35,9
07.10.2023;Синтетический состав 151;316,0;847,0;1011,0;185,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;2,75;0,0;16,3;22,4;27,0;35,9
07.10.2023;Синтетический состав 152;319,0;858,0;1010,0;181,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;2,08;16,3;22,4;27,0;35,9
15.10.2023;Синтетический состав 153;312,0;837,0;1012,0;189,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;2,08;13,8;19,4;23,8;33,9
01.11.2023;Синтетический состав 154;234,0;865,0;1025,0;185,0;1,22;ST 4.3.3.;0,0;28,0;МК-95;17,5;0,0;0,0;0,0;0,0;0,0;0,0;7,5;16,3;23,6;33,7
05.11.2023;Синтетический состав 155;231,0;858,0;1023,0;189,0;0,5;;0,0;22,4;МК-65;19,2;12,5;0,0;0,0;0,0;0,0;0,0;6,4;14,4;21,2;31,6
08.11.2023;Синтетический состав 156;226,0;865,0;1025,0;188,0;1,0;;0,0;28,0;МК-65;26,4;0,0;0,0;0,0;0,0;0,0;0,0;7,5;16,3;23,6;33,7
14.11.2023;Синтетический состав 157;225,0;865,0;1025,0;188,0;0,99;;0,0;28,0;МК-65;26,5;0,0;0,0;0,0;0,0;0,0;0,0;7,5;16,3;23,6;33,7
15.11.2023;Синтетический состав 158;245,0;864,0;1025,0;183,0;2,32;ST 4.3.3.;0,0;28,0;МК-95;7,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
16.11.2023;Синтетический состав 159;228,0;859,0;1025,0;191,0;0,16;;0,0;26,1;МК-65;22,4;3,0;0,0;0,0;0,0;0,0;0,0;6,4;14,4;21,2;31,6
18.11.2023;Синтетический состав 160;229,0;859,0;1021,0;186,0;1,07;;0,0;15,9;МК-65;21,6;26,7;0,0;0,0;0,0;0,0;0,0;9,1;17,9;24,1;33,1
25.11.2023;Синтетический состав 161;228,0;865,0;1025,0;187,0;1,2;;0,0;28,0;МК-65;24,0;0,0;0,0;0,0;0,0;0,0;0,0;7,5;16,3;23,6;33,7
27.11.2023;Синтетический состав 162;244,0;863,0;1025,0;184,0;2,18;ST 4.3.3.;0,0;28,0;МК-95;8,0;0,0;0,0;0,0;0,0;0,0;0,0;7,5;16,3;23,6;33,7
12.12.2023;Синтетический состав 163;227,0;865,0;1025,0;191,0;1,3;;0,0;28,0;МК-65;25,0;0,0;0,0;0,0;0,0;0,0;0,0;7,5;16,3;23,6;33,7
17.12.2023;Синтетический состав 164;236,0;856,0;1021,0;186,0;1,09;;0,0;15,7;МК-65;13,4;27,3;0,0;0,0;0,0;0,0;0,0;9,1;17,9;24,1;33,1
23.12.2023;Синтетический состав 165;222,0;865,0;1025,0;189,0;0,69;;0,0;28,0;МК-95;30,0;0,0;0,0;0,0;0,0;0,0;0,0;7,5;16,3;23,6;33,7
25.12.2023;Синтетический состав 166;222,0;862,0;1025,0;191,0;0,0;;0,0;28,0;МК-65;29,8;0,0;0,0;0,0;0,0;0,0;0,0;6,4;14,4;21,2;31,6
05.01.2024;Синтетический состав 167;238,0;862,0;1025,0;186,0;1,43;ST 4.3.3.;0,0;28,0;МК-95;13,6;0,0;0,0;0,0;0,0;0,0;0,0;7,5;16,3;23,6;33,7
05.01.2024;Синтетический состав 168;248,0;865,0;1025,0;181,0;2,0;ST 4.3.3.;0,0;28,0;МК-95;4,5;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
10.01.2024;Синтетический состав 169;246,0;865,0;1025,0;182,0;2,74;ST 4.3.3.;0,0;28,0;МК-95;6,3;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
12.01.2024;Синтетический состав 170;243,0;853,0;1017,0;181,0;2,15;ST 4.3.1.;0,0;3,7;;5,1;53,7;0,0;0,0;0,0;0,0;0,0;16,1;25,0;30,9;37,6
14.01.2024;Синтетический состав 171;219,0;865,0;1025,0;190,0;0,4;;0,0;28,0;МК-95;33,3;0,0;0,0;0,0;0,0;0,0;0,0;7,6;16,1;22,7;32,7
05.03.2025;Синтетический состав 172;266,0;833,0;1015,0;180,0;2,66;ST 4.3.1.;0,0;0,0;;0,0;53,4;0,0;9,2;0,0;0,0;0,0;15,4;25,1;30,8;38,2
06.03.2025;Синтетический состав 173;229,0;878,0;950,0;166,0;4,35;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;11,7;25,7;30,8;33,1
12.03.2025;Синтетический состав 174;269,0;829,0;1014,0;182,0;2,68;ST 4.3.1.;0,0;0,0;;0,0;47,8;0,0;0,0;13,8;0,0;0,0;15,3;25,3;31,1;38,3
12.03.2025;Синтетический состав 175;257,0;837,0;1020,0;184,0;2,52;ST 4.3.1.;0,0;0,0;;0,0;57,5;0,0;0,0;0,0;0,0;0,0;15,3;24,9;31,0;37,7
14.03.2025;Синтетический состав 176;272,0;890,0;976,0;152,0;3,46;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;16,4;26,8;32,4;38,7
15.03.2025;Синтетический состав 177;277,0;827,0;1011,0;186,0;2,76;ST 4.3.1.;0,0;0,0;;0,0;16,9;0,0;0,0;37,2;0,0;0,0;15,3;25,1;30,2;37,4
16.03.2025;Синтетический состав 178;252,0;845,0;1023,0;188,0;2,41;ST 4.3.1.;0,0;0,0;;0,0;34,4;10,5;0,0;0,0;0,0;0,0;15,3;24,9;31,0;37,7
21.03.2025;Синтетический состав 179;325,0;887,0;989,0;157,0;4,49;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;18,4;27,2;32,5;39,8
29.03.2025;Синтетический состав 180;247,0;848,0;1023,0;187,0;2,37;ST 4.3.1.;0,0;0,0;;0,0;49,8;0,0;0,0;0,0;0,0;0,0;16,1;25,0;30,9;37,6
30.03.2025;Синтетический состав 181;329,0;887,0;989,0;157,0;4,57;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;18,4;27,2;32,5;39,8
03.04.2025;Синтетический состав 182;260,0;843,0;1018,0;185,0;2,53;ST 4.3.1.;0,0;0,0;;0,0;21,1;0,0;25,0;0,0;0,0;0,0;15,3;24,9;31,0;37,7
05.04.2025;Синтетический состав 183;260,0;846,0;1013,0;180,0;2,52;ST 4.3.1.;0,0;0,0;;0,0;31,8;0,0;23,3;0,0;0,0;0,0;17,0;25,9;31,3;38,4
07.04.2025;Синтетический состав 184;294,0;919,0;999,0;170,0;3,75;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;11,3;21,8;26,9;34,6
10.04.2025;Синтетический состав 185;270,0;841,0;1010,0;180,0;2,55;ST 4.3.1.;0,0;0,0;;0,0;4,4;0,0;44,6;0,0;0,0;0,0;15,9;25,4;31,5;39,1
14.04.2025;Синтетический состав 186;249,0;844,0;1025,0;189,0;2,36;ST 4.3.1.;0,0;0,0;;0,0;47,0;0,0;0,0;0,0;0,0;0,0;15,3;24,9;31,0;37,7
15.04.2025;Синтетический состав 187;264,0;831,0;1017,0;179,0;2,75;ST 4.3.1.;0,0;0,0;;0,0;66,0;0,0;0,0;0,0;0,0;0,0;15,4;25,1;30,8;38,2
15.04.2025;Синтетический состав 188;250,0;844,0;1025,0;190,0;2,36;ST 4.3.1.;0,0;0,0;;0,0;40,5;0,0;0,0;4,0;0,0;0,0;14,2;23,9;29,4;36,4
15.04.2025;Синтетический состав 189;265,0;832,0;1015,0;180,0;2,65;ST 4.3.1.;0,0;0,0;;0,0;56,8;6,7;0,0;0,0;0,0;0,0;15,4;25,1;30,8;38,2
15.04.2025;Синтетический состав 190;283,0;899,0;985,0;155,0;3,41;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;16,7;26,1;31,1;37,4
15.04.2025;Синтетический состав 191;254,0;844,0;1021,0;187,0;2,44;ST 4.3.1.;0,0;0,0;;0,0;30,9;14,3;0,0;0,0;0,0;0,0;15,3;24,9;31,0;37,7
15.04.2025;Синтетический состав 192;325,0;841,0;981,0;145,0;4,78;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;15,6;26,8;28,8;45,4
15.04.2025;Синтетический состав 193;246,0;883,0;960,0;160,0;4,0;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;16,4;26,8;32,4;38,7
15.04.2025;Синтетический состав 194;266,0;841,0;1014,0;182,0;2,51;ST 4.3.1.;0,0;0,0;;0,0;10,1;0,0;37,0;0,0;0,0;0,0;15,9;24,9;30,9;38,1
15.04.2025;Синтетический состав 195;269,0;832,0;1015,0;189,0;2,64;ST 4.3.1.;0,0;0,0;;0,0;15,0;0,0;0,0;33,0;0,0;0,0;14,5;24,6;29,9;37,3
15.04.2025;Синтетический состав 196;256,0;844,0;1020,0;186,0;2,47;ST 4.3.1.;0,0;0,0;;0,0;27,3;18,2;0,0;0,0;0,0;0,0;15,3;24,9;31,0;37,7
15.04.2025;Синтетический состав 197;268,0;842,0;1011,0;180,0;2,68;ST 4.3.1.;0,0;0,0;;0,0;9,9;40,3;0,0;0,0;0,0;0,0;15,9;24,9;30,9;38,1
15.04.2025;Синтетический состав 198;333,0;886,0;990,0;158,0;4,69;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;18,4;27,2;32,5;39,8
15.04.2025;Синтетический состав 199;284,0;899,0;986,0;155,0;3,42;ST 4.3.3.;0,0;0,0;;0,0;50,0;0,0;0,0;0,0;0,0;0,0;16,7;26,1;31,1;37,4
15.04.2025;Синтетический состав 200;268,0;835,0;1013,0;180,0;2,68;ST 4.3.1.;0,0;0,0;;0,0;33,5;0,0;23,6;0,0;0,0;0,0;15,4;25,1;30,8;38,2
